"","newspaper","year","quarter","clim_article_count","avoid","science_impacts","energy_combined","ir","irenv","kremlin","putin","center","right","energy","business","government","politics","inflation","cc_disasters","t","t_2","groups","yq"
"296","E'kspert",2005,4,3,1,0.223630034597591,0.1094517177753,0.0579156636094921,0.0040118206961779,1,1,0,1,0,0,0,0,0.516752295590889,0,5,25,"E'kspert",2005 Q4
"297","E'kspert",2006,1,1,1,0.0067524049663916,0.0003905857956852,0.110478739188693,0.0002621688472573,1,1,0,1,0,0,0,0,0.501506621236659,0.25,6,36,"E'kspert",2006 Q1
"298","E'kspert",2006,2,3,1,0.370340274850605,0.0497560222520405,0.0444958550469892,0.0002467642661941,1,1,0,1,0,0,0,0,0.452982615546285,0,6,36,"E'kspert",2006 Q2
"299","E'kspert",2006,3,2,1,0.0041728042415344,0.0297388198923727,0.0137155863230873,0.0002553020603955,1,1,0,1,0,0,0,0,0.452584919130148,0,6,36,"E'kspert",2006 Q3
"300","E'kspert",2006,4,4,1,0.292595941340551,0.0543463081344271,0.0383325216866979,0.000412875731854,1,1,0,1,0,0,0,0,0.440804676816964,0,6,36,"E'kspert",2006 Q4
"301","E'kspert",2007,1,4,1,0.137446632783394,0.119616110593597,0.151924288487862,0.003549032509909,1,1,0,1,1,1,0,0,0.39465240387255,0.25,7,49,"E'kspert",2007 Q1
"302","E'kspert",2007,2,4,1,0.119569197544479,0.0415861504588975,0.122939928915912,0.0007424162431562,1,1,0,1,1,1,0,0,0.402187883530274,0,7,49,"E'kspert",2007 Q2
"303","E'kspert",2007,3,2,1,0.012456034841307,0.0090839840995613,0.167541786930542,0.0002510392660042,1,1,0,1,1,1,0,0,0.43468678179987,0,7,49,"E'kspert",2007 Q3
"304","E'kspert",2007,4,8,1,0.143582850998428,0.0876363410015983,0.106357802583716,0.0107253348051017,1,1,0,1,1,1,0,0,0.519998889874213,0,7,49,"E'kspert",2007 Q4
"305","E'kspert",2008,1,5,1,0.283790232533647,0.0172434166743188,0.0004717893179986,0.0011495119615574,1,1,0,1,1,1,0,0,0.569963201811773,0,8,64,"E'kspert",2008 Q1
"306","E'kspert",2008,2,5,1,0.0151097815833054,0.0665100734950102,0.0136276652051493,0.0739095424205516,1,0,0,1,1,1,0,0,0.638828224893498,0,8,64,"E'kspert",2008 Q2
"307","E'kspert",2008,3,6,1,0.0460758358967724,0.0289904278947688,0.25912467063381,0.0106267097507953,1,0,0,1,1,1,0,0,0.640984045459332,0,8,64,"E'kspert",2008 Q3
"308","E'kspert",2008,4,6,1,0.0315219803524087,0.17983085198739,0.109136957656119,0.0037420512962854,1,0,0,1,1,1,0,0,0.600353236743511,0,8,64,"E'kspert",2008 Q4
"309","E'kspert",2009,1,1,1,0.149964155629277,0.0028044676218997,0.358123334051925,0.000249412318226,1,0,0,1,1,1,0,0,0.599927491209863,0,9,81,"E'kspert",2009 Q1
"310","E'kspert",2009,2,6,1,0.109121585417597,0.0494941904416919,0.0973735460675016,0.0199378229281137,1,0,0,1,1,1,0,0,0.555621838291579,0,9,81,"E'kspert",2009 Q2
"311","E'kspert",2009,3,6,1,0.13351566025085,0.0917174418120793,0.0249404935175335,0.0002280534627062,1,0,0,1,1,1,0,0,0.521655199370088,0,9,81,"E'kspert",2009 Q3
"312","E'kspert",2009,4,6,1,0.0772864499485877,0.133928341082992,0.0185210941583591,0.017987608032854,1,0,0,1,1,1,0,0,0.445392255695573,0,9,81,"E'kspert",2009 Q4
"313","E'kspert",2010,1,3,1,0.0250114619993837,0.155375982139958,0.0231195104570361,0.014752162824152,1,0,0,1,1,1,0,0,0.377569819677756,0.25,10,100,"E'kspert",2010 Q1
"314","E'kspert",2010,2,3,1,0.152190137800062,0.0463273019795451,0.0396302858398485,0.0213709095114609,1,0,0,1,1,1,0,0,0.333034150335597,1,10,100,"E'kspert",2010 Q2
"315","E'kspert",2010,3,6,1,0.149998413973662,0.10969260917318,0.0291729999257768,0.0043900127166125,1,0,0,1,1,1,0,0,0.342072659713514,1,10,100,"E'kspert",2010 Q3
"316","E'kspert",2010,4,4,1,0.0779407918889774,0.0150425276797251,0.0101191684743754,0.0002598238206701,1,0,0,1,1,1,0,0,0.40807347402584,0.25,10,100,"E'kspert",2010 Q4
"317","E'kspert",2011,1,3,1,0.006516926921904,0.364192062845177,0.0005058007445768,0.0028741502501362,1,0,0,1,1,1,0,0,0.455390388676189,0,11,121,"E'kspert",2011 Q1
"318","E'kspert",2011,2,5,1,0.224592868333275,0.0136037675420084,0.0243829813007324,0.0002572211706138,1,0,0,1,1,1,0,0,0.456345458850721,0,11,121,"E'kspert",2011 Q2
"319","E'kspert",2011,3,7,1,0.0959501542456564,0.0321289351536507,0.0593045928449101,0.0172701313440484,1,0,0,1,1,1,0,0,0.407920945565804,0.25,11,121,"E'kspert",2011 Q3
"320","E'kspert",2011,4,2,1,0.439066617676872,0.0400135648305877,0.0060725279163308,0.0002574176614871,1,0,0,1,1,1,0,0,0.359477785992542,0,11,121,"E'kspert",2011 Q4
"321","E'kspert",2012,1,1,1,0.0184091335977428,0.0003679995497805,0.0173503318801522,0.0147036435082555,1,0,0,1,1,1,0,0,0.262914361820935,0.5,12,144,"E'kspert",2012 Q1
"322","E'kspert",2012,2,8,1,0.0922155479402136,0.103712412902496,0.0201374648368074,0.0419227143756871,1,0,0,1,1,1,0,0,0.261877466542235,0.25,12,144,"E'kspert",2012 Q2
"323","E'kspert",2012,3,6,1,0.0434962690851535,0.205219054962072,0.10029824334697,0.0011391247553547,1,0,0,1,1,1,0,0,0.336753231092706,0.75,12,144,"E'kspert",2012 Q3
"324","E'kspert",2012,4,5,1,0.122914299296099,0.10638271998323,0.0152253081655544,0.0011090207153757,1,0,0,1,1,1,0,0,0.353348120363635,0.25,12,144,"E'kspert",2012 Q4
"325","E'kspert",2013,1,NA,0,0,0,0,0,1,0,0,1,1,1,0,0,0.373818785238483,0,13,169,"E'kspert",2013 Q1
"326","E'kspert",2013,2,2,1,0.0310358901333529,0.0206273841940855,0.250353453118805,0.012357134008198,1,1,0,1,1,1,0,0,0.375767060548448,0,13,169,"E'kspert",2013 Q2
"327","E'kspert",2013,3,4,1,0.319384810398333,0.0061922857544233,0.0087376156584469,0.0002707597614062,1,1,0,1,1,1,0,0,0.348526051317978,0,13,169,"E'kspert",2013 Q3
"328","E'kspert",2013,4,2,1,0.153613487433176,0.0003715807761182,0.0309000557681429,0.000249412318226,1,1,0,1,1,1,0,0,0.349940198120343,0,13,169,"E'kspert",2013 Q4
"329","E'kspert",2014,1,7,1,0.0772293476657069,0.0698396218172093,0.009926738998729,0.0025508210392218,1,1,0,1,1,1,0,0,0.349406923380523,0,14,196,"E'kspert",2014 Q1
"330","E'kspert",2014,2,2,1,0.0148166611907072,0.0098986961347691,0.233494083996447,0.0002737804243225,1,1,0,1,1,1,0,0,0.389556355054062,0,14,196,"E'kspert",2014 Q2
"441","Itogi",2000,1,2,1,0.101631774625275,0.319908098830638,0.0594650598432054,0.0154857232846553,0,1,0,1,0,1,0,0,1,0.25,0,0,"Itogi",2000 Q1
"442","Itogi",2000,2,3,1,0.0663687583291903,0.260494695010493,0.0096471317319811,0.0478785609484476,0,1,0,1,0,1,0,0,0.808812707151812,0.25,0,0,"Itogi",2000 Q2
"443","Itogi",2000,3,1,1,0.0889772279188037,0.0216359089754405,0.0052028488280485,0.0002423373662168,0,1,0,1,0,1,0,0,0.774180926210774,0.25,0,0,"Itogi",2000 Q3
"444","Itogi",2000,4,3,1,0.189154035149841,0.0105421849057165,0.0005873875270481,0.103531768821995,0,1,0,1,0,1,0,0,0.806229319681063,0.25,0,0,"Itogi",2000 Q4
"445","Itogi",2001,1,3,1,0.0610004535410553,0.0129012542238343,0.0006582180449186,0.0399485299203661,1,1,0,1,1,1,0,0,0.891478374158858,0.75,1,1,"Itogi",2001 Q1
"446","Itogi",2001,2,NA,0,0,0,0,0,1,1,0,1,1,1,0,0,0.96745038792419,0.25,1,1,"Itogi",2001 Q2
"447","Itogi",2001,3,2,1,0.247105619870126,0.0304541590630834,0.0066245885427634,0.0003210514405509,1,1,0,1,1,1,0,0,0.846699847725394,0.25,1,1,"Itogi",2001 Q3
"448","Itogi",2001,4,2,1,0.165727878920734,0.0024833323877829,0.0137126661338698,0.0002969182678498,1,1,0,1,1,1,0,0,0.769856421644534,0.25,1,1,"Itogi",2001 Q4
"449","Itogi",2002,1,7,1,0.342711044766475,0.0097881207802857,0.0186850186455559,0.0007449863423972,1,1,0,1,1,1,0,0,0.739804592589926,0.25,2,4,"Itogi",2002 Q1
"450","Itogi",2002,2,1,1,0.50711840391159,0.0006697782955598,0.0008813752720016,0.0004495683824643,1,1,0,1,1,1,0,0,0.66188598828305,0,2,4,"Itogi",2002 Q2
"451","Itogi",2002,3,8,1,0.346972485753213,0.058552600951316,0.009074038853214,0.0006212009429873,1,1,0,1,1,1,0,0,0.642242840676197,0,2,4,"Itogi",2002 Q3
"452","Itogi",2002,4,2,1,0.350887524429709,0.164292611618293,0.0349832344181778,0.0002296164893778,1,1,0,1,1,1,0,0,0.643574035400923,0.5,2,4,"Itogi",2002 Q4
"453","Itogi",2003,1,5,1,0.622074017548584,0.0082641832941591,0.0114432375994511,0.0002776027322398,1,1,0,1,1,1,0,0,0.630333463140187,0,3,9,"Itogi",2003 Q1
"454","Itogi",2003,2,1,1,0.0504850596189499,0.0003925937562598,0.265274729114026,0.005404450930655,1,1,0,1,1,1,0,0,0.610776261489993,0,3,9,"Itogi",2003 Q2
"455","Itogi",2003,3,2,1,0.489742304605897,0.0003654355186882,0.0004808842550119,0.0016949076598394,1,1,0,1,1,1,0,0,0.592493336712433,0.25,3,9,"Itogi",2003 Q3
"456","Itogi",2003,4,6,1,0.292878370702965,0.0148866556237408,0.0127227309703812,0.008786460986812,1,1,0,1,1,1,0,0,0.559013345426328,0,3,9,"Itogi",2003 Q4
"457","Itogi",2004,1,2,1,0.732072378857993,0.0004711145629699,0.0006199495310284,0.0023260496673174,1,1,0,1,1,1,0,0,0.495309291665186,0,4,16,"Itogi",2004 Q1
"458","Itogi",2004,2,11,1,0.26153039543351,0.058429838722077,0.0085319671077286,0.0395951222189979,1,1,0,1,1,1,0,0,0.477891290568014,0.25,4,16,"Itogi",2004 Q2
"459","Itogi",2004,3,3,1,0.32648911466822,0.0004328818613431,0.0200991533256456,0.0002905588044086,1,1,0,1,1,1,0,0,0.507187933561066,0.5,4,16,"Itogi",2004 Q3
"460","Itogi",2004,4,5,1,0.327857579170086,0.0014572846666851,0.0430986114115512,0.0272687602882797,1,1,0,1,1,1,0,0,0.529112007172651,0,4,16,"Itogi",2004 Q4
"461","Itogi",2005,1,5,1,0.300697595928796,0.0143940292909975,0.0059122984121132,0.0002869331183319,1,1,0,1,1,1,0,0,0.577889240386982,0.5,5,25,"Itogi",2005 Q1
"462","Itogi",2005,2,4,1,0.30542810074985,0.0122954099706476,0.0311526660470917,0.0011605840263655,1,1,0,1,1,1,0,0,0.600440662564324,0,5,25,"Itogi",2005 Q2
"463","Itogi",2005,3,11,1,0.163746452533815,0.0175701435050541,0.0021071749656584,0.166206603327737,1,1,0,1,1,1,0,0,0.56397920034994,0,5,25,"Itogi",2005 Q3
"464","Itogi",2005,4,5,1,0.266283683828078,0.0004080439421159,0.187985733311052,0.0181658796464035,1,1,0,1,1,1,0,0,0.516752295590889,0,5,25,"Itogi",2005 Q4
"465","Itogi",2006,1,3,1,0.658106123373727,0.0080688541329437,0.0025459880580456,0.0003286998617114,1,1,0,1,1,1,0,0,0.501506621236659,0.25,6,36,"Itogi",2006 Q1
"466","Itogi",2006,2,7,1,0.14381998758472,0.0468467636137575,0.0238469342730241,0.0017479216185166,1,1,0,1,1,1,0,0,0.452982615546285,0,6,36,"Itogi",2006 Q2
"467","Itogi",2006,3,4,1,0.433783928398043,0.0547449088026041,0.009554892701999,0.0074204917291354,1,1,0,1,1,1,0,0,0.452584919130148,0,6,36,"Itogi",2006 Q3
"468","Itogi",2006,4,6,1,0.117544556800567,0.037834940682842,0.0080511796704741,0.0003660502334242,1,1,0,1,1,1,0,0,0.440804676816964,0,6,36,"Itogi",2006 Q4
"469","Itogi",2007,1,11,1,0.248692260836833,0.0166250010302065,0.0068540669817594,0.0012236453330843,1,1,0,1,1,1,0,0,0.39465240387255,0.25,7,49,"Itogi",2007 Q1
"470","Itogi",2007,2,10,1,0.155985572062491,0.015829621128205,0.0228222624405135,0.0122427348451311,1,1,0,1,1,1,0,0,0.402187883530274,0,7,49,"Itogi",2007 Q2
"471","Itogi",2007,3,5,1,0.312331693199667,0.0058073085942852,0.0262491459848207,0.0009576529828337,1,1,0,1,1,1,0,0,0.43468678179987,0,7,49,"Itogi",2007 Q3
"472","Itogi",2007,4,11,1,0.121025083924906,0.0204652763559352,0.0167843627345974,0.0040521469563828,1,1,0,1,1,1,0,0,0.519998889874213,0,7,49,"Itogi",2007 Q4
"473","Itogi",2008,1,8,1,0.233590378549707,0.0384783008598788,0.100917636540544,0.0061058041283104,1,1,0,1,1,1,0,0,0.569963201811773,0,8,64,"Itogi",2008 Q1
"474","Itogi",2008,2,3,1,0.437899093420128,0.0089306116551597,0.0017255041593671,0.0051472841878422,1,0,0,1,1,1,0,0,0.638828224893498,0,8,64,"Itogi",2008 Q2
"475","Itogi",2008,3,8,1,0.10728326725075,0.0239081830250143,0.100023615355894,0.0028230413035999,1,0,0,1,1,1,0,0,0.640984045459332,0,8,64,"Itogi",2008 Q3
"476","Itogi",2008,4,5,1,0.21031317730376,0.0790722608599026,0.236681247657543,0.0004446660423127,1,0,0,1,1,1,0,0,0.600353236743511,0,8,64,"Itogi",2008 Q4
"477","Itogi",2009,1,5,1,0.367491875920678,0.021065246505259,0.0095069332501225,0.0083341299687163,1,0,0,1,1,1,0,0,0.599927491209863,0,9,81,"Itogi",2009 Q1
"478","Itogi",2009,2,6,1,0.0778777916930267,0.040611905548758,0.0327917961167259,0.0010654098259693,1,0,0,1,1,1,0,0,0.555621838291579,0,9,81,"Itogi",2009 Q2
"479","Itogi",2009,3,9,1,0.191800123458961,0.0114782477976405,0.0005379524775436,0.0054763985344835,1,0,0,1,1,1,0,0,0.521655199370088,0,9,81,"Itogi",2009 Q3
"480","Itogi",2009,4,7,1,0.149925313970016,0.0342497850724612,0.0006891071552673,0.0646213336076471,1,0,0,1,1,1,0,0,0.445392255695573,0,9,81,"Itogi",2009 Q4
"481","Itogi",2010,1,4,1,0.288732292334316,0.0099038175958412,0.0057330860727234,0.0007513057680626,1,0,0,1,1,1,0,0,0.377569819677756,0.25,10,100,"Itogi",2010 Q1
"482","Itogi",2010,2,8,1,0.381179453419463,0.0203042480802651,0.0094535262956015,0.0003133198770229,1,0,0,1,1,1,0,0,0.333034150335597,1,10,100,"Itogi",2010 Q2
"483","Itogi",2010,3,9,1,0.331153753701074,0.002536928407153,0.020180443065783,0.0033037220655388,1,0,0,1,1,1,0,0,0.342072659713514,1,10,100,"Itogi",2010 Q3
"484","Itogi",2010,4,5,1,0.257533329218859,0.0142801530209909,0.151416652205171,0.0050665709404711,1,0,0,1,1,1,0,0,0.40807347402584,0.25,10,100,"Itogi",2010 Q4
"485","Itogi",2011,1,7,1,0.413282512003207,0.0016064941646619,0.002477456786437,0.0010793995134009,1,0,0,1,1,1,0,0,0.455390388676189,0,11,121,"Itogi",2011 Q1
"486","Itogi",2011,2,6,1,0.24645489622344,0.0085351789921333,0.0222832304002623,0.0007381480372715,1,0,0,1,1,1,0,0,0.456345458850721,0,11,121,"Itogi",2011 Q2
"487","Itogi",2011,3,2,1,0.623399400938069,0.0252478892834915,0.0036355824177008,0.0003103364797425,1,0,0,1,1,1,0,0,0.407920945565804,0.25,11,121,"Itogi",2011 Q3
"488","Itogi",2011,4,1,1,0.703003734350204,0.0021202725474723,0.0027901108551304,0.0014231685781851,1,0,0,1,1,1,0,0,0.359477785992542,0,11,121,"Itogi",2011 Q4
"489","Itogi",2012,1,6,1,0.270334062608526,0.0009362415021314,0.0445846895527211,0.0002832371346813,1,0,0,1,1,1,0,0,0.262914361820935,0.5,12,144,"Itogi",2012 Q1
"490","Itogi",2012,2,5,1,0.175315181768383,0.0102717142199254,0.0083880753209087,0.0003638665839389,1,0,0,1,1,1,0,0,0.261877466542235,0.25,12,144,"Itogi",2012 Q2
"491","Itogi",2012,3,7,1,0.145093599421671,0.0040890511224916,0.0077045645016369,0.000500903770444,1,0,0,1,1,1,0,0,0.336753231092706,0.75,12,144,"Itogi",2012 Q3
"492","Itogi",2012,4,4,1,0.17242060296121,0.0012519947858892,0.0015879599659456,0.0061334044949035,1,0,0,1,1,1,0,0,0.353348120363635,0.25,12,144,"Itogi",2012 Q4
"493","Itogi",2013,1,1,1,0.219217447564006,0.0123260980544728,0.0004807830628124,0.0002452358894516,1,0,0,1,1,1,0,0,0.373818785238483,0,13,169,"Itogi",2013 Q1
"494","Itogi",2013,2,4,1,0.385337756968511,0.0004053833854413,0.0030874003232384,0.0002721012970142,1,1,0,1,1,1,0,0,0.375767060548448,0,13,169,"Itogi",2013 Q2
"495","Itogi",2013,3,3,1,0.0668117013410666,0.0056068490703183,0.0299294115138764,0.0103342094371328,1,1,0,1,1,1,0,0,0.348526051317978,0,13,169,"Itogi",2013 Q3
"496","Itogi",2013,4,2,1,0.493383942171931,0.0004447349310794,0.0283839012045064,0.0002985148385051,1,1,0,1,1,1,0,0,0.349940198120343,0,13,169,"Itogi",2013 Q4
"497","Itogi",2014,1,NA,0,0,0,0,0,1,1,0,1,1,1,0,0,0.349406923380523,0,14,196,"Itogi",2014 Q1
"498","Itogi",2014,2,NA,0,NA,NA,NA,NA,1,1,0,1,1,1,0,0,0.389556355054062,0,14,196,"Itogi",2014 Q2
"525","Izvestiia",2000,1,6,1,0.407562375301495,0.0145419441905687,0.0673877853587328,0.0364978731959127,1,1,0,1,1,1,0,0,1,0.25,0,0,"Izvestiia",2000 Q1
"526","Izvestiia",2000,2,8,1,0.117809774201305,0.0722708176817832,0.0375071236171607,0.0077452162277041,1,1,0,1,1,1,0,0,0.808812707151812,0.25,0,0,"Izvestiia",2000 Q2
"527","Izvestiia",2000,3,4,1,0.257469572243281,0.017171506120576,0.0251059171805536,0.0178218355213176,1,1,0,1,1,1,0,0,0.774180926210774,0.25,0,0,"Izvestiia",2000 Q3
"528","Izvestiia",2000,4,16,1,0.128860181219352,0.0704984583139776,0.151276291080649,0.051106779696056,1,1,0,1,1,1,0,0,0.806229319681063,0.25,0,0,"Izvestiia",2000 Q4
"529","Izvestiia",2001,1,14,1,0.236382118600886,0.0474132341309996,0.071402122145173,0.0356106186918623,1,1,0,1,1,1,0,0,0.891478374158858,0.75,1,1,"Izvestiia",2001 Q1
"530","Izvestiia",2001,2,9,1,0.0808637279478717,0.0075362391289672,0.127179327586418,0.0622496793184837,1,1,0,1,1,1,0,0,0.96745038792419,0.25,1,1,"Izvestiia",2001 Q2
"531","Izvestiia",2001,3,16,1,0.173727657682321,0.0232501252444309,0.0289260445256332,0.0666399938163522,1,1,0,1,1,1,0,0,0.846699847725394,0.25,1,1,"Izvestiia",2001 Q3
"532","Izvestiia",2001,4,5,1,0.148464636993594,0.0183832907659963,0.0312546455133997,0.115170665747428,1,1,0,1,1,1,0,0,0.769856421644534,0.25,1,1,"Izvestiia",2001 Q4
"533","Izvestiia",2002,1,8,1,0.19708408961742,0.010020437403,0.102857246496569,0.0754667488508858,1,1,0,1,1,1,0,0,0.739804592589926,0.25,2,4,"Izvestiia",2002 Q1
"534","Izvestiia",2002,2,8,1,0.362228916783352,0.0031461873377338,0.0012297702824071,0.0329734923652723,1,1,0,1,1,1,0,0,0.66188598828305,0,2,4,"Izvestiia",2002 Q2
"535","Izvestiia",2002,3,7,1,0.177606873119657,0.0084201676536395,0.0021402317402135,0.0524916263238993,1,1,0,1,1,1,0,0,0.642242840676197,0,2,4,"Izvestiia",2002 Q3
"536","Izvestiia",2002,4,6,1,0.210408244238351,0.002698030519241,0.0017336482314931,0.0086646572890459,1,1,0,1,1,1,0,0,0.643574035400923,0.5,2,4,"Izvestiia",2002 Q4
"537","Izvestiia",2003,1,19,1,0.370286018933257,0.0525879260060265,0.0212092397237029,0.001977765189622,1,1,0,1,1,1,0,0,0.630333463140187,0,3,9,"Izvestiia",2003 Q1
"538","Izvestiia",2003,2,3,1,0.301777735847281,0.0101457365308307,0.0005364162771002,0.0973016646603355,1,1,0,1,1,1,0,0,0.610776261489993,0,3,9,"Izvestiia",2003 Q2
"539","Izvestiia",2003,3,19,1,0.283459195496107,0.0312445164122437,0.0179029224239003,0.163387575586057,1,1,0,1,1,1,0,0,0.592493336712433,0.25,3,9,"Izvestiia",2003 Q3
"540","Izvestiia",2003,4,29,1,0.230002285967203,0.0175582495328398,0.0139230268014216,0.104828990492933,1,1,0,1,1,1,0,0,0.559013345426328,0,3,9,"Izvestiia",2003 Q4
"541","Izvestiia",2004,1,13,1,0.0976194245595252,0.0370985416627718,0.0555889526931424,0.0348327832971336,1,1,0,1,1,1,0,0,0.495309291665186,0,4,16,"Izvestiia",2004 Q1
"542","Izvestiia",2004,2,16,1,0.256208127981154,0.0219007492535183,0.0138270648103571,0.0807142500143527,1,1,0,1,1,1,0,0,0.477891290568014,0.25,4,16,"Izvestiia",2004 Q2
"543","Izvestiia",2004,3,14,1,0.237618969265895,0.0247870565212906,0.0146710744243137,0.0794418670175219,1,1,0,1,1,1,0,0,0.507187933561066,0.5,4,16,"Izvestiia",2004 Q3
"544","Izvestiia",2004,4,23,1,0.257410280679323,0.0332668896639915,0.0168364960015879,0.107653685685364,1,1,0,1,1,1,0,0,0.529112007172651,0,4,16,"Izvestiia",2004 Q4
"545","Izvestiia",2005,1,39,1,0.29654312418279,0.0539018678497313,0.0350497048627858,0.0793108810844387,1,1,0,1,1,1,0,0,0.577889240386982,0.5,5,25,"Izvestiia",2005 Q1
"546","Izvestiia",2005,2,14,1,0.194170813785604,0.0712353297290065,0.0109741359547115,0.0110178769846243,1,1,0,1,1,1,0,0,0.600440662564324,0,5,25,"Izvestiia",2005 Q2
"547","Izvestiia",2005,3,17,1,0.186937740028952,0.0085571943686773,0.0365556068900332,0.0322089041728759,1,1,0,1,1,1,0,0,0.56397920034994,0,5,25,"Izvestiia",2005 Q3
"548","Izvestiia",2005,4,15,1,0.132998024164408,0.0501731396648211,0.0922006278437948,0.0026234137476422,1,1,0,1,1,1,0,0,0.516752295590889,0,5,25,"Izvestiia",2005 Q4
"549","Izvestiia",2006,1,10,1,0.31294889725541,0.0421590367586759,0.0102162609232437,0.0080025253173517,1,1,0,1,1,1,0,0,0.501506621236659,0.25,6,36,"Izvestiia",2006 Q1
"550","Izvestiia",2006,2,5,1,0.082780835335143,0.014395294327187,0.0818100824708381,0.0097501015734451,1,1,0,1,1,1,0,0,0.452982615546285,0,6,36,"Izvestiia",2006 Q2
"551","Izvestiia",2006,3,10,1,0.0454480302178126,0.0459586231809226,0.0654968299586471,0.0577096845827327,1,1,0,1,1,1,0,0,0.452584919130148,0,6,36,"Izvestiia",2006 Q3
"552","Izvestiia",2006,4,17,1,0.121092715427949,0.0087466719874102,0.0212723543088486,0.0073890560815926,1,1,0,1,1,1,0,0,0.440804676816964,0,6,36,"Izvestiia",2006 Q4
"553","Izvestiia",2007,1,24,1,0.143515169629609,0.107267069761065,0.0274531704071706,0.0052010858426002,1,1,0,1,1,1,0,0,0.39465240387255,0.25,7,49,"Izvestiia",2007 Q1
"554","Izvestiia",2007,2,13,1,0.113516574456298,0.0499585771408419,0.0357236761014974,0.0310475961032353,1,1,0,1,1,1,0,0,0.402187883530274,0,7,49,"Izvestiia",2007 Q2
"555","Izvestiia",2007,3,24,1,0.0553250723642122,0.0432988233612832,0.0587662178293158,0.000675458790738,1,1,0,1,1,1,0,0,0.43468678179987,0,7,49,"Izvestiia",2007 Q3
"556","Izvestiia",2007,4,17,1,0.0525182936580677,0.0219259020364006,0.0208974102633874,0.0236012874247535,1,1,0,1,1,1,0,0,0.519998889874213,0,7,49,"Izvestiia",2007 Q4
"557","Izvestiia",2008,1,19,1,0.139726680334206,0.0723992073401405,0.0311158331421666,0.0033742482346497,1,1,0,1,1,1,0,0,0.569963201811773,0,8,64,"Izvestiia",2008 Q1
"558","Izvestiia",2008,2,14,1,0.0751479490536439,0.0107887011017738,0.0645334176253983,0.0092759659273725,1,0,0,1,1,1,0,0,0.638828224893498,0,8,64,"Izvestiia",2008 Q2
"559","Izvestiia",2008,3,18,1,0.0253872776520438,0.0762578360056523,0.0983795199895212,0.0004668899746321,1,0,0,1,1,1,0,0,0.640984045459332,0,8,64,"Izvestiia",2008 Q3
"560","Izvestiia",2008,4,31,1,0.0989167924526555,0.0071769562975988,0.122889131527472,0.0014194130553733,1,0,0,1,1,1,0,0,0.600353236743511,0,8,64,"Izvestiia",2008 Q4
"561","Izvestiia",2009,1,18,1,0.15640635971431,0.0046198008453758,0.0491394562786809,0.0042898370857074,1,0,0,1,1,1,0,0,0.599927491209863,0,9,81,"Izvestiia",2009 Q1
"562","Izvestiia",2009,2,28,1,0.162012730475908,0.0217638593196626,0.105739836602197,0.0232926976514136,1,0,0,1,1,1,0,0,0.555621838291579,0,9,81,"Izvestiia",2009 Q2
"563","Izvestiia",2009,3,34,1,0.0943717386835488,0.0379477937542561,0.050322028868095,0.0023507386640631,1,0,0,1,1,1,0,0,0.521655199370088,0,9,81,"Izvestiia",2009 Q3
"564","Izvestiia",2009,4,49,1,0.22487262438699,0.0192252763750958,0.122618990753153,0.0663863758395564,1,0,0,1,1,1,0,0,0.445392255695573,0,9,81,"Izvestiia",2009 Q4
"565","Izvestiia",2010,1,23,1,0.0848310965993733,0.0497576317479798,0.0825580150665246,0.0068936474735892,1,0,0,1,1,1,0,0,0.377569819677756,0.25,10,100,"Izvestiia",2010 Q1
"566","Izvestiia",2010,2,18,1,0.214092849761073,0.0582025753922153,0.0954392503533654,0.0031463067989534,1,0,0,1,1,1,0,0,0.333034150335597,1,10,100,"Izvestiia",2010 Q2
"567","Izvestiia",2010,3,44,1,0.227217243331324,0.0081262400760807,0.0620313961998135,0.0062236960206974,1,0,0,1,1,1,0,0,0.342072659713514,1,10,100,"Izvestiia",2010 Q3
"568","Izvestiia",2010,4,22,1,0.194462593224671,0.0933686140494956,0.048459511219562,0.005540186347389,1,0,0,1,1,1,0,0,0.40807347402584,0.25,10,100,"Izvestiia",2010 Q4
"569","Izvestiia",2011,1,20,1,0.100780298571408,0.0359100805310391,0.0371668080531436,0.0337795446293967,1,0,0,1,1,1,0,0,0.455390388676189,0,11,121,"Izvestiia",2011 Q1
"570","Izvestiia",2011,2,18,1,0.22191838449362,0.008751363907777,0.0177870864620217,0.005728729652219,1,0,0,1,1,1,0,0,0.456345458850721,0,11,121,"Izvestiia",2011 Q2
"571","Izvestiia",2011,3,7,1,0.229857305050245,0.0081089599461848,0.202329186418865,0.002298360082932,1,0,0,1,1,1,0,0,0.407920945565804,0.25,11,121,"Izvestiia",2011 Q3
